date,opponent,attendance,home_away,win_lose,points_scored,opponent_points_scored,game_duration,game_duration_seconds,year,team_name
2017-11-25,4  Clemson,82908,home,L,10,34,03:03:00,10980.0,2017,South Carolina
2018-01-01,+  Michigan,45687,home,W,26,19,03:44:00,13440.0,2017,South Carolina
2018-09-01,Coastal Caro.,75126,home,W,49,15,03:08:00,11280.0,2018,South Carolina
2018-09-08,7  Georgia,83140,home,L,17,41,03:15:00,11700.0,2018,South Carolina
2018-09-22,Vanderbilt,26078,home,W,37,14,04:01:00,14460.0,2018,South Carolina
2018-09-29,12  Kentucky,63081,home,L,10,24,03:27:00,12420.0,2018,South Carolina
2018-10-06,Missouri,73393,home,W,37,35,05:13:00,18780.0,2018,South Carolina
2018-10-13,16  Texas A&M,76871,home,L,23,26,03:23:00,12180.0,2018,South Carolina
2018-10-27,Tennessee,80614,home,W,27,24,03:18:00,11880.0,2018,South Carolina
2018-11-03,Mississippi,56798,home,W,48,44,03:49:00,13740.0,2018,South Carolina
2018-11-10,7  Florida,82696,home,L,31,35,03:10:00,11400.0,2018,South Carolina
2018-11-17,Chattanooga,72832,home,W,49,9,03:11:00,11460.0,2018,South Carolina
2018-11-24,1  Clemson,81436,home,L,35,56,03:38:00,13080.0,2018,South Carolina
2018-12-01,Akron,53420,home,W,28,3,03:17:00,11820.0,2018,South Carolina
2018-12-29,+  Virginia,48263,home,L,0,28,03:16:00,11760.0,2018,South Carolina
2019-08-31,+  North Carolina,52183,home,L,20,24,03:23:00,12180.0,2019,South Carolina
2019-09-07,Charleston So.,70698,home,W,72,10,03:10:00,11400.0,2019,South Carolina
2019-09-14,8  Alabama,81954,home,L,23,47,03:26:00,12360.0,2019,South Carolina
2019-09-21,Missouri,52012,home,L,14,34,03:28:00,12480.0,2019,South Carolina
2019-09-28,Kentucky,80828,home,W,24,7,03:22:00,12120.0,2019,South Carolina
2019-10-12,4  Georgia,92746,home,W,20,17,03:41:00,13260.0,2019,South Carolina
2019-10-19,6  Florida,78883,home,L,27,38,03:22:00,12120.0,2019,South Carolina
2019-10-26,Tennessee,87397,home,L,21,41,03:40:00,13200.0,2019,South Carolina
2019-11-02,Vanderbilt,71945,home,W,24,7,03:09:00,11340.0,2019,South Carolina
2019-11-09,19  Appalachian St.,80849,home,L,15,20,03:35:00,12900.0,2019,South Carolina
2019-11-16,Texas A&M,104957,home,L,6,30,03:28:00,12480.0,2019,South Carolina
2019-11-30,2  Clemson,80580,home,L,3,38,03:04:00,11040.0,2019,South Carolina
2020-09-26,Tennessee,15009,home,L,27,31,03:18:00,11880.0,2020,South Carolina
2020-10-03,10  Florida,15120,home,L,24,38,03:30:00,12600.0,2020,South Carolina
2020-10-10,Vanderbilt,1288,home,W,41,7,03:04:00,11040.0,2020,South Carolina
2020-10-17,Auburn,15766,home,W,30,22,03:42:00,13320.0,2020,South Carolina
2020-10-24,LSU,21855,home,L,24,52,03:21:00,12060.0,2020,South Carolina
2020-11-07,5  Texas A&M,16253,home,L,3,48,03:04:00,11040.0,2020,South Carolina
2020-11-14,Mississippi,13596,home,L,42,59,03:21:00,12060.0,2020,South Carolina
2020-11-21,Missouri,13603,home,L,10,17,03:19:00,11940.0,2020,South Carolina
2020-11-28,11  Georgia,16444,home,L,16,45,02:56:00,10560.0,2020,South Carolina
2020-12-05,Kentucky,12000,home,L,18,41,03:29:00,12540.0,2020,South Carolina
2021-09-04,Eastern Ill.,64868,home,W,46,0,03:07:00,11220.0,2021,South Carolina
2021-09-11,East Caro.,40816,home,W,20,17,03:53:00,13980.0,2021,South Carolina
2021-09-18,1  Georgia,92746,home,L,13,40,03:27:00,12420.0,2021,South Carolina
2021-09-25,18  Kentucky,77559,home,L,10,16,03:00:00,10800.0,2021,South Carolina
2021-10-02,Troy,60686,home,W,23,14,03:20:00,12000.0,2021,South Carolina
2021-10-09,Tennessee,89437,home,L,20,45,03:28:00,12480.0,2021,South Carolina
2021-10-16,Vanderbilt,64695,home,W,21,20,03:25:00,12300.0,2021,South Carolina
2021-10-23,Texas A&M,103889,home,L,14,44,03:08:00,11280.0,2021,South Carolina
2021-11-06,Florida,70131,home,W,40,17,03:07:00,11220.0,2021,South Carolina
2021-11-13,Missouri,44092,home,L,28,31,03:20:00,12000.0,2021,South Carolina
2021-11-20,Auburn,70299,home,W,21,17,03:08:00,11280.0,2021,South Carolina
2021-11-27,14  Clemson,79897,home,L,0,30,02:58:00,10680.0,2021,South Carolina
2021-12-30,+  North Carolina,45520,home,W,38,21,03:09:00,11340.0,2021,South Carolina
2022-09-03,Georgia St.,78297,home,W,35,14,03:43:00,13380.0,2022,South Carolina
2022-09-10,Arkansas,72437,home,L,30,44,03:54:00,14040.0,2022,South Carolina
2022-09-17,1  Georgia,78212,home,L,7,48,03:11:00,11460.0,2022,South Carolina
2022-09-24,Charlotte,77982,home,W,56,20,03:32:00,12720.0,2022,South Carolina
2022-09-29,South Carolina St.,61551,home,W,50,10,03:15:00,11700.0,2022,South Carolina
2022-10-08,Kentucky,61612,home,W,24,14,03:04:00,11040.0,2022,South Carolina
2022-10-22,Texas A&M,77837,home,W,30,24,03:30:00,12600.0,2022,South Carolina
2022-10-29,Missouri,77578,home,L,10,23,03:05:00,11100.0,2022,South Carolina
2022-11-05,Vanderbilt,28553,home,W,38,27,03:38:00,13080.0,2022,South Carolina
2022-11-12,Florida,89454,home,L,6,38,03:30:00,12600.0,2022,South Carolina
2022-11-19,6  Tennessee,79041,home,W,63,38,03:49:00,13740.0,2022,South Carolina
2022-11-26,13  Clemson,81500,home,W,31,30,03:32:00,12720.0,2022,South Carolina
2022-12-30,+ 18  Notre Dame,67383,home,L,38,45,04:02:00,14520.0,2022,South Carolina
2009-09-05,Wofford,40360,home,W,40,7,02:45:00,9900.0,2009,South Florida
2009-09-12,Western Ky.,20568,home,W,35,13,03:20:00,12000.0,2009,South Florida
2009-09-19,Charleston So.,38798,home,W,59,0,03:00:00,10800.0,2009,South Florida
2009-09-26,Florida St.,83524,home,W,17,7,03:17:00,11820.0,2009,South Florida
2009-10-03,Syracuse,40147,home,W,34,20,03:16:00,11760.0,2009,South Florida
2009-10-15,8  Cincinnati,63976,home,L,17,34,03:55:00,14100.0,2009,South Florida
2009-10-24,15  Pittsburgh,50019,home,L,14,41,03:03:00,10980.0,2009,South Florida
2009-10-30,25  West Virginia,56328,home,W,30,19,03:27:00,12420.0,2009,South Florida
2009-11-12,Rutgers,48057,home,L,0,31,03:06:00,11160.0,2009,South Florida
2009-11-21,Louisville,49388,home,W,34,22,03:35:00,12900.0,2009,South Florida
2009-11-28,19  Miami (Fla.),66469,home,L,10,31,03:17:00,11820.0,2009,South Florida
2009-12-05,Connecticut,35624,home,L,27,29,03:09:00,11340.0,2009,South Florida
2010-01-02,+  Northern Ill.,22185,home,W,27,3,03:11:00,11460.0,2009,South Florida
2010-09-04,Stony Brook,40201,home,W,59,14,03:17:00,11820.0,2010,South Florida
2010-09-11,Florida,90612,home,L,14,38,03:15:00,11700.0,2010,South Florida
2010-09-25,Western Ky.,40276,home,W,24,12,03:10:00,11400.0,2010,South Florida
2010-10-02,Fla. Atlantic,38434,home,W,31,3,02:36:00,9360.0,2010,South Florida
2010-10-09,Syracuse,41917,home,L,9,13,03:02:00,10920.0,2010,South Florida
2010-10-14,West Virginia,54955,home,L,6,20,02:56:00,10560.0,2010,South Florida
2010-10-22,Cincinnati,32670,home,W,38,30,03:28:00,12480.0,2010,South Florida
2010-11-03,Rutgers,39465,home,W,28,27,03:20:00,12000.0,2010,South Florida
2010-11-13,Louisville,43887,home,W,24,21,03:20:00,12000.0,2010,South Florida
2010-11-20,Pittsburgh,43844,home,L,10,17,02:57:00,10620.0,2010,South Florida
2010-11-27,Miami (Fla.),41148,home,W,23,20,03:33:00,12780.0,2010,South Florida
2010-12-04,Connecticut,41809,home,L,16,19,03:10:00,11400.0,2010,South Florida
2010-12-31,+  Clemson,41122,home,W,31,26,03:16:00,11760.0,2010,South Florida
2011-09-03,Notre Dame,80795,home,W,23,20,05:59:00,21540.0,2011,South Florida
2011-09-10,Ball St.,45113,home,W,37,7,03:05:00,11100.0,2011,South Florida
2011-09-17,Florida A&M,50128,home,W,70,17,03:15:00,11700.0,2011,South Florida
2011-09-24,UTEP,39628,home,W,52,24,03:15:00,11700.0,2011,South Florida
2011-09-29,Pittsburgh,40025,home,L,17,44,03:23:00,12180.0,2011,South Florida
2011-10-15,Connecticut,37162,home,L,10,16,02:56:00,10560.0,2011,South Florida
2011-10-22,25  Cincinnati,44248,home,L,34,37,03:40:00,13200.0,2011,South Florida
2011-11-05,Rutgers,36911,home,L,17,20,03:35:00,12900.0,2011,South Florida
2011-11-11,Syracuse,41582,home,W,37,17,03:40:00,13200.0,2011,South Florida
2011-11-19,Miami (Fla.),57572,home,L,3,6,03:00:00,10800.0,2011,South Florida
2011-11-25,Louisville,33416,home,L,24,34,03:11:00,11460.0,2011,South Florida
2011-12-01,17  West Virginia,41743,home,L,27,30,03:38:00,13080.0,2011,South Florida
2012-09-01,Chattanooga,41285,home,W,34,13,03:17:00,11820.0,2012,South Florida
2012-09-08,Nevada,22804,home,W,32,31,03:48:00,13680.0,2012,South Florida
2012-09-13,Rutgers,44219,home,L,13,23,03:32:00,12720.0,2012,South Florida
2012-09-22,Ball St.,16397,home,L,27,31,03:03:00,10980.0,2012,South Florida
2012-09-29,10  Florida St.,69383,home,L,17,30,03:30:00,12600.0,2012,South Florida
2012-10-06,Temple,25796,home,L,28,37,03:19:00,11940.0,2012,South Florida
2012-10-20,13  Louisville,50167,home,L,25,27,03:21:00,12060.0,2012,South Florida
2012-10-27,Syracuse,38562,home,L,36,37,03:42:00,13320.0,2012,South Florida
2012-11-03,Connecticut,36190,home,W,13,6,02:50:00,10200.0,2012,South Florida
2012-11-17,Miami (Fla.),38869,home,L,9,40,03:18:00,11880.0,2012,South Florida
2012-11-23,Cincinnati,21171,home,L,10,27,03:13:00,11580.0,2012,South Florida
2012-12-01,Pittsburgh,35141,home,L,3,27,02:45:00,9900.0,2012,South Florida
2013-08-31,McNeese St.,35470,home,L,21,53,03:15:00,11700.0,2013,South Florida
2013-09-07,3  Michigan St.,70401,home,L,6,21,03:25:00,12300.0,2013,South Florida
2013-09-14,Fla. Atlantic,33792,home,L,10,28,03:09:00,11340.0,2013,South Florida
2013-09-28,Miami (Fla.),47562,home,L,21,49,03:30:00,12600.0,2013,South Florida
2013-10-05,Cincinnati,31077,home,W,26,20,03:00:00,10800.0,2013,South Florida
2013-10-12,Connecticut,37861,home,W,13,10,03:28:00,12480.0,2013,South Florida
2013-10-26,15  Louisville,35782,home,L,3,34,03:00:00,10800.0,2013,South Florida
2013-10-31,Houston,22707,home,L,23,35,03:20:00,12000.0,2013,South Florida
2013-11-16,Memphis,30831,home,L,10,23,03:10:00,11400.0,2013,South Florida
2013-11-23,Southern Methodist,28397,home,L,6,16,03:00:00,10800.0,2013,South Florida
2013-11-29,10  UCF,45952,home,L,20,23,03:19:00,11940.0,2013,South Florida
2013-12-07,Rutgers,37645,home,L,6,31,03:11:00,11460.0,2013,South Florida
2014-08-30,Western Caro.,31642,home,W,36,31,03:35:00,12900.0,2014,South Florida
2014-09-06,Maryland,28915,home,L,17,24,03:36:00,12960.0,2014,South Florida
2014-09-13,North Carolina St.,27269,home,L,17,49,03:23:00,12180.0,2014,South Florida
2014-09-19,Connecticut,28723,home,W,17,14,02:56:00,10560.0,2014,South Florida
2014-09-27,13  Wisconsin,78111,home,L,10,27,03:03:00,10980.0,2014,South Florida
2014-10-11,East Caro.,31567,home,L,17,28,03:28:00,12480.0,2014,South Florida
2014-10-18,Tulsa,18744,home,W,38,30,03:20:00,12000.0,2014,South Florida
2014-10-24,Cincinnati,30024,home,L,17,34,03:25:00,12300.0,2014,South Florida
2014-11-01,Houston,29782,home,L,3,27,03:06:00,11160.0,2014,South Florida
2014-11-15,Southern Methodist,19463,home,W,14,13,03:21:00,12060.0,2014,South Florida
2014-11-22,25  Memphis,34635,home,L,20,31,03:23:00,12180.0,2014,South Florida
2014-11-28,UCF,36963,home,L,0,16,03:25:00,12300.0,2014,South Florida
2015-09-05,Florida A&M,30434,home,W,51,3,03:23:00,12180.0,2015,South Florida
2015-09-12,14  Florida St.,72811,home,L,14,34,03:38:00,13080.0,2015,South Florida
2015-09-19,Maryland,36827,home,L,17,35,03:25:00,12300.0,2015,South Florida
2015-10-02,Memphis,22546,home,L,17,24,03:10:00,11400.0,2015,South Florida
2015-10-10,Syracuse,27235,home,W,45,24,03:30:00,12600.0,2015,South Florida
2015-10-17,Connecticut,31719,home,W,28,20,03:14:00,11640.0,2015,South Florida
2015-10-24,Southern Methodist,24338,home,W,38,14,03:30:00,12600.0,2015,South Florida
2015-10-31,18  Navy,26766,home,L,17,29,03:06:00,11160.0,2015,South Florida
2015-11-07,East Caro.,45194,home,W,22,17,03:28:00,12480.0,2015,South Florida
2015-11-14,Temple,28393,home,W,44,23,03:50:00,13800.0,2015,South Florida
2015-11-20,Cincinnati,26522,home,W,65,27,03:52:00,13920.0,2015,South Florida
2015-11-26,UCF,25967,home,W,44,3,03:00:00,10800.0,2015,South Florida
2015-12-21,+ 24  Western Ky.,21712,home,L,35,45,04:03:00,14580.0,2015,South Florida
2016-09-03,Towson,35976,home,W,56,20,03:35:00,12900.0,2016,South Florida
2016-09-10,Northern Ill.,36557,home,W,48,17,03:35:00,12900.0,2016,South Florida
2016-09-17,Syracuse,32288,home,W,45,20,03:17:00,11820.0,2016,South Florida
2016-09-24,10  Florida St.,61665,home,L,35,55,03:29:00,12540.0,2016,South Florida
2016-10-01,Cincinnati,33108,home,W,45,20,03:17:00,11820.0,2016,South Florida
2016-10-08,East Caro.,30397,home,W,38,22,03:23:00,12180.0,2016,South Florida
2016-10-15,Connecticut,30297,home,W,42,27,03:33:00,12780.0,2016,South Florida
2016-10-21,23  Temple,25950,home,L,30,46,03:31:00,12660.0,2016,South Florida
2016-10-28,Navy,31824,home,W,52,45,03:38:00,13080.0,2016,South Florida
2016-11-12,Memphis,37218,home,W,49,42,03:39:00,13140.0,2016,South Florida
2016-11-19,Southern Methodist,18417,home,W,35,27,03:31:00,12660.0,2016,South Florida
2016-11-26,UCF,36056,home,W,48,31,03:47:00,13620.0,2016,South Florida
2016-12-29,+  South Carolina,31229,home,W,46,39,03:36:00,12960.0,2016,South Florida
2017-08-26,San Jose St.,13377,home,W,42,22,04:03:00,14580.0,2017,South Florida
2017-09-02,Stony Brook,26460,home,W,31,17,03:17:00,11820.0,2017,South Florida
2017-09-15,Illinois,35404,home,W,47,23,03:48:00,13680.0,2017,South Florida
2017-09-21,Temple,24325,home,W,43,7,03:23:00,12180.0,2017,South Florida
2017-09-30,East Caro.,34883,home,W,61,31,03:17:00,11820.0,2017,South Florida
2017-10-14,Cincinnati,43708,home,W,33,3,03:13:00,11580.0,2017,South Florida
2017-10-21,Tulane,17256,home,W,34,28,03:25:00,12300.0,2017,South Florida
2017-10-28,Houston,32316,home,L,24,28,03:18:00,11880.0,2017,South Florida
2017-11-04,Connecticut,18430,home,W,37,20,03:10:00,11400.0,2017,South Florida
2017-11-16,Tulsa,26195,home,W,27,20,03:16:00,11760.0,2017,South Florida
2017-11-24,6  UCF,47129,home,L,42,49,03:46:00,13560.0,2017,South Florida
2017-12-23,+  Texas Tech,28623,home,W,38,34,03:57:00,14220.0,2017,South Florida
2018-09-01,Elon,31217,home,W,34,14,03:00:00,10800.0,2018,South Florida
2018-09-08,Georgia Tech,34182,home,W,49,38,03:24:00,12240.0,2018,South Florida
2018-09-15,+  Illinois,21725,home,W,25,19,03:28:00,12480.0,2018,South Florida
2018-09-22,East Caro.,34562,home,W,20,13,03:00:00,10800.0,2018,South Florida
2018-10-06,Massachusetts,7988,home,W,58,42,03:40:00,13200.0,2018,South Florida
2018-10-12,Tulsa,16142,home,W,25,24,03:29:00,12540.0,2018,South Florida
2018-10-20,Connecticut,42127,home,W,38,30,03:18:00,11880.0,2018,South Florida
2018-10-27,Houston,31631,home,L,36,57,03:31:00,12660.0,2018,South Florida
2018-11-03,Tulane,31388,home,L,15,41,03:17:00,11820.0,2018,South Florida
2018-11-10,24  Cincinnati,29310,home,L,23,35,03:15:00,11700.0,2018,South Florida
2018-11-17,Temple,29029,home,L,17,27,03:08:00,11280.0,2018,South Florida
2018-11-23,11  UCF,57626,home,L,10,38,03:17:00,11820.0,2018,South Florida
2018-12-20,Marshall,14135,home,L,20,38,03:13:00,11580.0,2018,South Florida
2019-08-30,11  Wisconsin,46704,home,L,0,49,03:09:00,11340.0,2019,South Florida
2019-09-07,Georgia Tech,46599,home,L,10,14,03:06:00,11160.0,2019,South Florida
2019-09-14,South Carolina St.,31368,home,W,55,16,03:17:00,11820.0,2019,South Florida
2019-09-28,Southern Methodist,28850,home,L,21,48,03:15:00,11700.0,2019,South Florida
2019-10-05,Connecticut,18038,home,W,48,22,03:07:00,11220.0,2019,South Florida
2019-10-12,Brigham Young,35375,home,W,27,23,03:26:00,12360.0,2019,South Florida
2019-10-19,20  Navy,29774,home,L,3,35,03:10:00,11400.0,2019,South Florida
2019-10-26,East Caro.,33088,home,W,45,20,03:15:00,11700.0,2019,South Florida
2019-11-07,Temple,26214,home,L,7,17,02:53:00,10380.0,2019,South Florida
2019-11-16,21  Cincinnati,29112,home,L,17,20,03:29:00,12540.0,2019,South Florida
2019-11-23,17  Memphis,25136,home,L,10,49,03:20:00,12000.0,2019,South Florida
2019-11-29,24  UCF,45216,home,L,7,34,03:26:00,12360.0,2019,South Florida
2020-09-12,Citadel,0,home,W,27,6,03:07:00,11220.0,2020,South Florida
2020-09-19,4  Notre Dame,10085,home,L,0,52,03:07:00,11220.0,2020,South Florida
2020-10-03,6  Cincinnati,0,home,L,7,28,03:15:00,11700.0,2020,South Florida
2020-10-10,East Caro.,6799,home,L,24,44,03:10:00,11400.0,2020,South Florida
2020-10-17,Temple,782,home,L,37,39,03:32:00,12720.0,2020,South Florida
2020-10-23,22  Tulsa,5142,home,L,13,42,03:25:00,12300.0,2020,South Florida
2020-11-07,Memphis,10300,home,L,33,34,03:14:00,11640.0,2020,South Florida
2020-11-14,Houston,8266,home,L,21,56,03:22:00,12120.0,2020,South Florida
2020-11-27,UCF,8801,home,L,46,58,04:13:00,15180.0,2020,South Florida
2021-09-02,20  North Carolina St.,52633,home,L,0,45,03:05:00,11100.0,2021,South Florida
2021-09-11,Florida,64692,home,L,20,42,03:25:00,12300.0,2021,South Florida
2021-09-18,Florida A&M,29475,home,W,38,17,03:33:00,12780.0,2021,South Florida
2021-09-25,19  Brigham Young,60217,home,L,27,35,03:05:00,11100.0,2021,South Florida
2021-10-02,Southern Methodist,23355,home,L,17,41,03:21:00,12060.0,2021,South Florida
2021-10-16,Tulsa,21767,home,L,31,32,03:33:00,12780.0,2021,South Florida
2021-10-23,Temple,25430,home,W,34,14,02:57:00,10620.0,2021,South Florida
2021-10-28,East Caro.,32015,home,L,14,29,03:26:00,12360.0,2021,South Florida
2021-11-06,17  Houston,28667,home,L,42,54,03:45:00,13500.0,2021,South Florida
2021-11-12,4  Cincinnati,30780,home,L,28,45,03:31:00,12660.0,2021,South Florida
2021-11-20,Tulane,14496,home,L,14,45,03:02:00,10920.0,2021,South Florida
2021-11-26,UCF,41157,home,L,13,17,03:31:00,12660.0,2021,South Florida
2022-09-03,Brigham Young,31521,home,L,21,50,03:15:00,11700.0,2022,South Florida
2022-09-10,Howard,28554,home,W,42,20,03:28:00,12480.0,2022,South Florida
2022-09-17,Florida,88496,home,L,28,31,03:28:00,12480.0,2022,South Florida
2022-09-24,Louisville,41217,home,L,3,41,03:34:00,12840.0,2022,South Florida
2022-10-01,East Caro.,3708,home,L,28,48,03:34:00,12840.0,2022,South Florida
2022-10-08,Cincinnati,38577,home,L,24,28,03:18:00,11880.0,2022,South Florida
2022-10-15,9  Tulane,31053,home,L,31,45,02:21:00,8460.0,2022,South Florida
2022-10-29,Houston,24228,home,L,27,42,03:10:00,11400.0,2022,South Florida
2022-11-05,Temple,13862,home,L,28,54,03:10:00,11400.0,2022,South Florida
2022-11-12,Southern Methodist,24907,home,L,23,41,03:24:00,12240.0,2022,South Florida
2022-11-18,Tulsa,13819,home,L,42,48,03:51:00,13860.0,2022,South Florida
2022-11-26,UCF,32217,home,L,39,46,03:34:00,12840.0,2022,South Florida
2009-09-05,Alcorn St.,36232,home,W,52,0,03:06:00,11160.0,2009,Southern Mississippi
2009-09-12,UCF,27456,home,W,26,19,03:02:00,10920.0,2009,Southern Mississippi
2009-09-19,Virginia,31170,home,W,37,34,03:41:00,13260.0,2009,Southern Mississippi
2009-09-26,Kansas,50025,home,L,28,35,03:33:00,12780.0,2009,Southern Mississippi
2009-10-01,UAB,26871,home,L,17,30,03:07:00,11220.0,2009,Southern Mississippi
2009-10-10,Louisville,37268,home,L,23,25,03:05:00,11100.0,2009,Southern Mississippi
2009-10-17,Memphis,30022,home,W,36,16,03:04:00,11040.0,2009,Southern Mississippi
2009-10-24,Tulane,30541,home,W,43,6,02:57:00,10620.0,2009,Southern Mississippi
2009-10-31,Houston,20125,home,L,43,50,03:15:00,11700.0,2009,Southern Mississippi
2009-11-14,Marshall,21036,home,W,27,20,03:26:00,12360.0,2009,Southern Mississippi
2009-11-21,Tulsa,28757,home,W,44,34,04:23:00,15780.0,2009,Southern Mississippi
2009-11-28,East Caro.,43006,home,L,20,25,03:28:00,12480.0,2009,Southern Mississippi
2009-12-20,+  Middle Tenn. St.,30228,home,L,32,42,04:30:00,16200.0,2009,Southern Mississippi
2010-09-02,22  South Carolina,70438,home,L,13,41,03:30:00,12600.0,2010,Southern Mississippi
2010-09-11,Prairie View,27316,home,W,34,7,02:54:00,10440.0,2010,Southern Mississippi
2010-09-17,Kansas,30211,home,W,31,16,03:09:00,11340.0,2010,Southern Mississippi
2010-09-25,Louisiana Tech,22344,home,W,13,12,03:06:00,11160.0,2010,Southern Mississippi
2010-10-02,Marshall,27518,home,W,41,16,03:27:00,12420.0,2010,Southern Mississippi
2010-10-09,East Caro.,32334,home,L,43,44,03:55:00,14100.0,2010,Southern Mississippi
2010-10-16,Memphis,18848,home,W,41,19,03:09:00,11340.0,2010,Southern Mississippi
2010-10-30,UAB,26415,home,L,49,50,03:37:00,13020.0,2010,Southern Mississippi
2010-11-06,Tulane,22737,home,W,46,30,03:34:00,12840.0,2010,Southern Mississippi
2010-11-13,21  UCF,40358,home,W,31,21,03:13:00,11580.0,2010,Southern Mississippi
2010-11-20,Houston,32606,home,W,59,41,03:31:00,12660.0,2010,Southern Mississippi
2010-11-26,24  Tulsa,21901,home,L,50,56,03:31:00,12660.0,2010,Southern Mississippi
2010-12-21,+  Louisville,20017,home,L,28,31,03:26:00,12360.0,2010,Southern Mississippi
2011-09-03,Louisiana Tech,22356,home,W,19,17,03:35:00,12900.0,2011,Southern Mississippi
2011-09-10,Marshall,24247,home,L,20,26,03:36:00,12960.0,2011,Southern Mississippi
2011-09-17,Southeastern La.,27433,home,W,52,6,02:55:00,10500.0,2011,Southern Mississippi
2011-09-24,Virginia,43220,home,W,30,24,03:33:00,12780.0,2011,Southern Mississippi
2011-10-01,Rice,28656,home,W,48,24,03:26:00,12360.0,2011,Southern Mississippi
2011-10-08,Navy,33462,home,W,63,35,03:43:00,13380.0,2011,Southern Mississippi
2011-10-22,Southern Methodist,32685,home,W,27,3,03:23:00,12180.0,2011,Southern Mississippi
2011-10-29,UTEP,24906,home,W,31,13,03:15:00,11700.0,2011,Southern Mississippi
2011-11-05,East Caro.,50345,home,W,48,28,03:03:00,10980.0,2011,Southern Mississippi
2011-11-12,UCF,32925,home,W,30,29,03:42:00,13320.0,2011,Southern Mississippi
2011-11-17,UAB,14103,home,L,31,34,03:26:00,12360.0,2011,Southern Mississippi
