date,opponent,attendance,home_away,win_lose,points_scored,opponent_points_scored,game_duration,game_duration_seconds,year,team_name
2011-10-08,North Carolina St.,54388,home,L,24,38,02:56:00,10560.0,2011,Central Michigan
2011-10-15,Eastern Mich.,17158,home,L,28,35,03:15:00,11700.0,2011,Central Michigan
2011-10-22,Ball St.,7160,home,L,27,31,03:06:00,11160.0,2011,Central Michigan
2011-10-29,Akron,14327,home,W,23,22,03:11:00,11460.0,2011,Central Michigan
2011-11-04,Kent St.,10132,home,L,21,24,03:11:00,11460.0,2011,Central Michigan
2011-11-10,Ohio,12127,home,L,28,43,03:48:00,13680.0,2011,Central Michigan
2011-11-18,Toledo,12741,home,L,17,44,03:09:00,11340.0,2011,Central Michigan
2012-08-30,Southeast Mo. St.,15250,home,W,38,27,03:09:00,11340.0,2012,Central Michigan
2012-09-08,Michigan St.,35127,home,L,7,41,03:06:00,11160.0,2012,Central Michigan
2012-09-22,Iowa,70585,home,W,32,31,03:30:00,12600.0,2012,Central Michigan
2012-09-29,22  Northern Ill.,16292,home,L,24,55,03:28:00,12480.0,2012,Central Michigan
2012-10-06,Toledo,19247,home,L,35,50,03:19:00,11940.0,2012,Central Michigan
2012-10-12,Navy,15074,home,L,13,31,02:52:00,10320.0,2012,Central Michigan
2012-10-20,Ball St.,14081,home,L,30,41,03:13:00,11580.0,2012,Central Michigan
2012-10-27,Akron,10172,home,W,35,14,03:15:00,11700.0,2012,Central Michigan
2012-11-03,Western Mich.,15322,home,L,31,42,03:18:00,11880.0,2012,Central Michigan
2012-11-10,Eastern Mich.,4081,home,W,34,31,03:02:00,10920.0,2012,Central Michigan
2012-11-17,Miami (Ohio),7223,home,W,30,16,03:03:00,10980.0,2012,Central Michigan
2012-11-23,Massachusetts,6385,home,W,42,21,02:56:00,10560.0,2012,Central Michigan
2012-12-26,+  Western Ky.,23310,home,W,24,21,03:20:00,12000.0,2012,Central Michigan
2013-08-31,Michigan,112618,home,L,9,59,03:10:00,11400.0,2013,Central Michigan
2013-09-07,New Hampshire,18210,home,W,24,21,02:54:00,10440.0,2013,Central Michigan
2013-09-14,UNLV,10981,home,L,21,31,03:02:00,10920.0,2013,Central Michigan
2013-09-21,Toledo,15136,home,L,17,38,02:55:00,10500.0,2013,Central Michigan
2013-09-28,North Carolina St.,56728,home,L,14,48,03:10:00,11400.0,2013,Central Michigan
2013-10-05,Miami (Ohio),22750,home,W,21,9,03:43:00,13380.0,2013,Central Michigan
2013-10-12,Ohio,23826,home,W,26,23,03:29:00,12540.0,2013,Central Michigan
2013-10-19,Northern Ill.,18796,home,L,17,38,03:00:00,10800.0,2013,Central Michigan
2013-11-06,Ball St.,9494,home,L,24,44,03:08:00,11280.0,2013,Central Michigan
2013-11-16,Western Mich.,22071,home,W,27,22,03:14:00,11640.0,2013,Central Michigan
2013-11-23,Massachusetts,8763,home,W,37,0,02:51:00,10260.0,2013,Central Michigan
2013-11-29,Eastern Mich.,5214,home,W,42,10,02:53:00,10380.0,2013,Central Michigan
2014-08-28,Chattanooga,15793,home,W,20,16,03:04:00,11040.0,2014,Central Michigan
2014-09-06,Purdue,36410,home,W,38,17,03:13:00,11580.0,2014,Central Michigan
2014-09-13,Syracuse,25531,home,L,3,40,03:13:00,11580.0,2014,Central Michigan
2014-09-20,Kansas,34822,home,L,10,24,03:40:00,13200.0,2014,Central Michigan
2014-09-27,Toledo,18087,home,L,28,42,02:55:00,10500.0,2014,Central Michigan
2014-10-04,Ohio,18223,home,W,28,10,02:57:00,10620.0,2014,Central Michigan
2014-10-11,Northern Ill.,20122,home,W,34,17,02:53:00,10380.0,2014,Central Michigan
2014-10-18,Ball St.,13337,home,L,29,32,03:24:00,12240.0,2014,Central Michigan
2014-10-25,Buffalo,18052,home,W,20,14,03:02:00,10920.0,2014,Central Michigan
2014-11-01,Eastern Mich.,19613,home,W,38,7,03:04:00,11040.0,2014,Central Michigan
2014-11-15,Miami (Ohio),7689,home,W,34,27,03:14:00,11640.0,2014,Central Michigan
2014-11-22,Western Mich.,17265,home,L,20,32,03:16:00,11760.0,2014,Central Michigan
2014-12-24,+  Western Ky.,13667,home,L,48,49,03:39:00,13140.0,2014,Central Michigan
2015-09-03,20  Oklahoma St.,19717,home,L,13,24,03:00:00,10800.0,2015,Central Michigan
2015-09-12,Monmouth,21092,home,W,31,10,03:01:00,10860.0,2015,Central Michigan
2015-09-19,Syracuse,27949,home,L,27,30,03:30:00,12600.0,2015,Central Michigan
2015-09-26,6  Michigan St.,75218,home,L,10,30,03:06:00,11160.0,2015,Central Michigan
2015-10-03,Northern Ill.,17380,home,W,29,19,03:33:00,12780.0,2015,Central Michigan
2015-10-10,Western Mich.,20201,home,L,39,41,03:34:00,12840.0,2015,Central Michigan
2015-10-17,Buffalo,14301,home,W,51,14,03:20:00,12000.0,2015,Central Michigan
2015-10-24,Ball St.,10025,home,W,23,21,03:05:00,11100.0,2015,Central Michigan
2015-10-31,Akron,18981,home,W,14,6,02:58:00,10680.0,2015,Central Michigan
2015-11-10,Toledo,13490,home,L,23,28,03:37:00,13020.0,2015,Central Michigan
2015-11-18,Kent St.,8742,home,W,27,14,03:21:00,12060.0,2015,Central Michigan
2015-11-27,Eastern Mich.,8049,home,W,35,28,03:40:00,13200.0,2015,Central Michigan
2015-12-28,+  Minnesota,34217,home,L,14,21,03:03:00,10980.0,2015,Central Michigan
2016-09-01,Presbyterian,16215,home,W,49,3,03:18:00,11880.0,2016,Central Michigan
2016-09-10,13  Oklahoma St.,52523,home,W,30,27,03:40:00,13200.0,2016,Central Michigan
2016-09-17,UNLV,19922,home,W,44,21,03:35:00,12900.0,2016,Central Michigan
2016-09-24,Virginia,35211,home,L,35,49,03:33:00,12780.0,2016,Central Michigan
2016-10-01,12  Western Mich.,30411,home,L,10,49,03:29:00,12540.0,2016,Central Michigan
2016-10-08,Ball St.,20044,home,W,24,21,03:15:00,11700.0,2016,Central Michigan
2016-10-15,Northern Ill.,8495,home,W,34,28,03:33:00,12780.0,2016,Central Michigan
2016-10-22,Toledo,17821,home,L,17,31,03:07:00,11220.0,2016,Central Michigan
2016-10-29,Kent St.,9236,home,L,24,27,03:40:00,13200.0,2016,Central Michigan
2016-11-04,Miami (Ohio),14270,home,L,17,37,03:14:00,11640.0,2016,Central Michigan
2016-11-15,Ohio,8619,home,W,27,20,03:30:00,12600.0,2016,Central Michigan
2016-11-22,Eastern Mich.,19147,home,L,21,26,03:23:00,12180.0,2016,Central Michigan
2016-12-19,+  Tulsa,15262,home,L,10,55,03:28:00,12480.0,2016,Central Michigan
2017-08-31,Rhode Island,16311,home,W,30,27,03:54:00,14040.0,2017,Central Michigan
2017-09-09,Kansas,28531,home,W,45,27,03:50:00,13800.0,2017,Central Michigan
2017-09-16,Syracuse,33004,home,L,17,41,03:36:00,12960.0,2017,Central Michigan
2017-09-23,Miami (Ohio),17193,home,L,14,31,03:24:00,12240.0,2017,Central Michigan
2017-09-30,Boston College,27036,home,L,8,28,03:07:00,11220.0,2017,Central Michigan
2017-10-07,Ohio,23570,home,W,26,23,03:08:00,11280.0,2017,Central Michigan
2017-10-14,Toledo,15572,home,L,10,30,03:03:00,10980.0,2017,Central Michigan
2017-10-21,Ball St.,15850,home,W,56,9,03:02:00,10920.0,2017,Central Michigan
2017-11-01,Western Mich.,11776,home,W,35,28,03:30:00,12600.0,2017,Central Michigan
2017-11-08,Eastern Mich.,9700,home,W,42,30,03:26:00,12360.0,2017,Central Michigan
2017-11-14,Kent St.,5580,home,W,42,23,03:25:00,12300.0,2017,Central Michigan
2017-11-24,Northern Ill.,8744,home,W,31,24,03:31:00,12660.0,2017,Central Michigan
2017-12-22,+  Wyoming,16512,home,L,14,37,03:17:00,11820.0,2017,Central Michigan
2018-09-01,12  Kentucky,49138,home,L,20,35,03:25:00,12300.0,2018,Central Michigan
2018-09-08,Kansas,18127,home,L,7,31,03:13:00,11580.0,2018,Central Michigan
2018-09-15,Northern Ill.,12354,home,L,16,24,03:02:00,10920.0,2018,Central Michigan
2018-09-22,Maine,16474,home,W,17,5,03:18:00,11880.0,2018,Central Michigan
2018-09-29,Michigan St.,73752,home,L,20,31,03:07:00,11220.0,2018,Central Michigan
2018-10-06,Buffalo,14044,home,L,24,34,03:13:00,11580.0,2018,Central Michigan
2018-10-13,Ball St.,10255,home,L,23,24,03:25:00,12300.0,2018,Central Michigan
2018-10-20,Western Mich.,10097,home,L,10,35,03:46:00,13560.0,2018,Central Michigan
2018-10-27,Akron,17582,home,L,10,17,03:18:00,11880.0,2018,Central Michigan
2018-11-03,Eastern Mich.,13468,home,L,7,17,03:04:00,11040.0,2018,Central Michigan
2018-11-10,Bowling Green,8041,home,L,13,24,02:56:00,10560.0,2018,Central Michigan
2018-11-23,Toledo,15521,home,L,13,51,03:36:00,12960.0,2018,Central Michigan
2019-08-29,Albany (N.Y.),12207,home,W,38,21,03:15:00,11700.0,2019,Central Michigan
2019-09-07,11  Wisconsin,74437,home,L,0,61,03:05:00,11100.0,2019,Central Michigan
2019-09-14,Akron,18641,home,W,45,24,03:38:00,13080.0,2019,Central Michigan
2019-09-21,Miami (Fla.),49997,home,L,12,17,03:29:00,12540.0,2019,Central Michigan
2019-09-28,Western Mich.,20476,home,L,15,31,03:38:00,13080.0,2019,Central Michigan
2019-10-05,Eastern Mich.,15235,home,W,42,16,03:16:00,11760.0,2019,Central Michigan
2019-10-12,New Mexico St.,15764,home,W,42,28,03:23:00,12180.0,2019,Central Michigan
2019-10-19,Bowling Green,15100,home,W,38,20,03:19:00,11940.0,2019,Central Michigan
2019-10-26,Buffalo,14850,home,L,20,43,03:12:00,11520.0,2019,Central Michigan
2019-11-02,Northern Ill.,10438,home,W,48,10,03:07:00,11220.0,2019,Central Michigan
2019-11-16,Ball St.,7249,home,W,45,44,03:50:00,13800.0,2019,Central Michigan
2019-11-29,Toledo,9101,home,W,49,7,03:08:00,11280.0,2019,Central Michigan
2019-12-07,+  Miami (Ohio),22427,home,L,21,26,03:45:00,13500.0,2019,Central Michigan
2019-12-21,+  San Diego St.,18823,home,L,11,48,03:28:00,12480.0,2019,Central Michigan
2020-11-04,Ohio,757,home,W,30,27,03:32:00,12720.0,2020,Central Michigan
2020-11-11,Northern Ill.,419,home,W,40,10,03:23:00,12180.0,2020,Central Michigan
2020-11-18,Western Mich.,0,home,L,44,52,03:42:00,13320.0,2020,Central Michigan
2020-11-27,Eastern Mich.,300,home,W,31,23,03:43:00,13380.0,2020,Central Michigan
2020-12-05,Ball St.,0,home,L,20,45,03:13:00,11580.0,2020,Central Michigan
2020-12-12,Toledo,0,home,L,23,24,03:17:00,11820.0,2020,Central Michigan
2021-09-04,Missouri,46327,home,L,24,34,04:27:00,16020.0,2021,Central Michigan
2021-09-11,Robert Morris,16128,home,W,45,0,02:52:00,10320.0,2021,Central Michigan
2021-09-18,LSU,92547,home,L,21,49,03:14:00,11640.0,2021,Central Michigan
2021-09-25,Florida Int'l,18382,home,W,31,27,03:47:00,13620.0,2021,Central Michigan
2021-10-02,Miami (Ohio),15065,home,L,17,28,03:18:00,11880.0,2021,Central Michigan
2021-10-09,Ohio,20928,home,W,30,27,03:14:00,11640.0,2021,Central Michigan
2021-10-16,Toledo,20112,home,W,26,23,03:31:00,12660.0,2021,Central Michigan
2021-10-23,Northern Ill.,15232,home,L,38,39,03:34:00,12840.0,2021,Central Michigan
2021-11-03,Western Mich.,13137,home,W,42,30,03:24:00,12240.0,2021,Central Michigan
2021-11-10,Kent St.,9213,home,W,54,30,03:32:00,12720.0,2021,Central Michigan
2021-11-17,Ball St.,5602,home,W,37,17,03:06:00,11160.0,2021,Central Michigan
2021-11-26,Eastern Mich.,7708,home,W,31,10,03:32:00,12720.0,2021,Central Michigan
2021-12-31,+  Washington St.,34540,home,W,24,21,04:45:00,17100.0,2021,Central Michigan
2022-09-01,Oklahoma St.,53808,home,L,44,58,03:33:00,12780.0,2022,Central Michigan
2022-09-10,South Ala.,17205,home,L,24,38,03:34:00,12840.0,2022,Central Michigan
2022-09-17,Bucknell,21554,home,W,41,0,03:06:00,11160.0,2022,Central Michigan
2022-09-24,7  Penn St.,106624,home,L,14,33,03:24:00,12240.0,2022,Central Michigan
2022-10-01,Toledo,22273,home,L,17,38,03:31:00,12660.0,2022,Central Michigan
2022-10-08,Ball St.,22305,home,L,16,17,03:19:00,11940.0,2022,Central Michigan
2022-10-15,Akron,14814,home,W,28,21,03:07:00,11220.0,2022,Central Michigan
2022-10-22,Bowling Green,14676,home,L,18,34,03:22:00,12120.0,2022,Central Michigan
2022-11-02,Northern Ill.,6055,home,W,35,22,03:35:00,12900.0,2022,Central Michigan
2022-11-09,Buffalo,9103,home,W,31,27,03:30:00,12600.0,2022,Central Michigan
2022-11-16,Western Mich.,10097,home,L,10,12,03:07:00,11220.0,2022,Central Michigan
2022-11-25,Eastern Mich.,14213,home,L,19,38,03:26:00,12360.0,2022,Central Michigan
2015-09-04,Georgia St.,10252,home,W,23,20,03:33:00,12780.0,2015,Charlotte
2015-09-12,Presbyterian,16631,home,W,34,10,03:15:00,11700.0,2015,Charlotte
2015-09-19,Middle Tenn. St.,16030,home,L,14,73,02:58:00,10680.0,2015,Charlotte
2015-09-26,Fla. Atlantic,17444,home,L,7,17,03:15:00,11700.0,2015,Charlotte
2015-10-02,Temple,13105,home,L,3,37,03:10:00,11400.0,2015,Charlotte
2015-10-17,Old Dominion,20118,home,L,34,37,03:37:00,13020.0,2015,Charlotte
2015-10-24,Southern Miss.,13813,home,L,10,44,03:11:00,11460.0,2015,Charlotte
2015-10-31,Marshall,15381,home,L,10,34,03:16:00,11760.0,2015,Charlotte
2015-11-07,Florida Int'l,14200,home,L,31,48,03:03:00,10980.0,2015,Charlotte
2015-11-14,UTSA,11331,home,L,27,30,03:40:00,13200.0,2015,Charlotte
2015-11-21,Kentucky,56195,home,L,10,58,03:12:00,11520.0,2015,Charlotte
2015-11-28,Rice,16539,home,L,7,27,03:03:00,10980.0,2015,Charlotte
2016-09-01,15  Louisville,53127,home,L,14,70,03:31:00,12660.0,2016,Charlotte
2016-09-10,Elon,15807,home,W,47,14,03:09:00,11340.0,2016,Charlotte
2016-09-17,Eastern Mich.,15080,home,L,19,37,02:54:00,10440.0,2016,Charlotte
2016-09-24,23  Temple,27786,home,L,20,48,03:13:00,11580.0,2016,Charlotte
2016-10-01,Old Dominion,12589,home,L,17,52,03:17:00,11820.0,2016,Charlotte
2016-10-09,Fla. Atlantic,7401,home,W,28,23,03:11:00,11460.0,2016,Charlotte
2016-10-15,Florida Int'l,13939,home,L,26,27,03:00:00,10800.0,2016,Charlotte
2016-10-22,Marshall,20904,home,W,27,24,03:33:00,12780.0,2016,Charlotte
2016-11-05,Southern Miss.,28347,home,W,38,27,03:21:00,12060.0,2016,Charlotte
2016-11-12,Rice,14306,home,L,21,22,03:05:00,11100.0,2016,Charlotte
2016-11-19,Middle Tenn. St.,13433,home,L,31,38,03:36:00,12960.0,2016,Charlotte
2016-11-26,UTSA,23807,home,L,14,33,03:29:00,12540.0,2016,Charlotte
2017-09-01,Eastern Mich.,12823,home,L,7,24,03:12:00,11520.0,2017,Charlotte
2017-09-09,Kansas St.,50807,home,L,7,55,03:23:00,12180.0,2017,Charlotte
2017-09-16,N.C. A&T,18651,home,L,31,35,03:32:00,12720.0,2017,Charlotte
2017-09-23,Georgia St.,11029,home,L,0,28,02:50:00,10200.0,2017,Charlotte
2017-09-30,Florida Int'l,15348,home,L,29,30,03:10:00,11400.0,2017,Charlotte
2017-10-07,Marshall,10584,home,L,3,14,02:56:00,10560.0,2017,Charlotte
2017-10-14,Western Ky.,16754,home,L,14,45,03:14:00,11640.0,2017,Charlotte
2017-10-21,UAB,11889,home,W,25,24,03:15:00,11700.0,2017,Charlotte
2017-11-04,Old Dominion,20118,home,L,0,6,02:49:00,10140.0,2017,Charlotte
2017-11-11,Middle Tenn. St.,10937,home,L,21,35,03:11:00,11460.0,2017,Charlotte
2017-11-18,Southern Miss.,20189,home,L,21,66,03:03:00,10980.0,2017,Charlotte
2017-11-25,Fla. Atlantic,8330,home,L,12,31,02:34:00,9240.0,2017,Charlotte
2018-09-01,Fordham,9240,home,W,34,10,03:40:00,13200.0,2018,Charlotte
2018-09-08,Appalachian St.,19151,home,L,9,45,02:53:00,10380.0,2018,Charlotte
2018-09-13,Old Dominion,8204,home,W,28,25,02:54:00,10440.0,2018,Charlotte
2018-09-22,Massachusetts,10086,home,L,31,49,03:12:00,11520.0,2018,Charlotte
2018-09-29,UAB,25395,home,L,7,28,02:53:00,10380.0,2018,Charlotte
2018-10-13,Western Ky.,11610,home,W,40,14,03:08:00,11280.0,2018,Charlotte
2018-10-20,Middle Tenn. St.,13102,home,L,13,21,02:57:00,10620.0,2018,Charlotte
2018-10-27,Southern Miss.,8687,home,W,20,17,03:04:00,11040.0,2018,Charlotte
2018-11-03,Tennessee,86753,home,L,3,14,03:00:00,10800.0,2018,Charlotte
2018-11-10,Marshall,19418,home,L,13,30,02:52:00,10320.0,2018,Charlotte
2018-11-17,Florida Int'l,13371,home,L,35,42,03:08:00,11280.0,2018,Charlotte
2018-11-24,Fla. Atlantic,11638,home,W,27,24,03:05:00,11100.0,2018,Charlotte
2019-08-29,Gardner-Webb,16119,home,W,49,28,03:12:00,11520.0,2019,Charlotte
2019-09-07,19  Appalachian St.,29182,home,L,41,56,03:50:00,13800.0,2019,Charlotte
2019-09-14,Massachusetts,12812,home,W,52,17,03:00:00,10800.0,2019,Charlotte
2019-09-21,2  Clemson,81500,home,L,10,52,03:03:00,10980.0,2019,Charlotte
2019-09-28,Fla. Atlantic,12334,home,L,27,45,03:27:00,12420.0,2019,Charlotte
2019-10-12,Florida Int'l,16834,home,L,23,48,03:05:00,11100.0,2019,Charlotte
2019-10-19,Western Ky.,15816,home,L,14,30,02:58:00,10680.0,2019,Charlotte
2019-10-26,North Texas,8245,home,W,39,38,03:30:00,12600.0,2019,Charlotte
2019-11-02,Middle Tenn. St.,13879,home,W,34,20,02:55:00,10500.0,2019,Charlotte
2019-11-09,UTEP,15683,home,W,28,21,03:15:00,11700.0,2019,Charlotte
2019-11-23,Marshall,10526,home,W,24,13,03:18:00,11880.0,2019,Charlotte
2019-11-30,Old Dominion,16369,home,W,38,22,03:21:00,12060.0,2019,Charlotte
2019-12-20,+  Buffalo,13547,home,L,9,31,03:14:00,11640.0,2019,Charlotte
2020-09-12,Appalachian St.,0,home,L,20,35,03:32:00,12720.0,2020,Charlotte
2020-10-03,Fla. Atlantic,5657,home,L,17,21,03:20:00,12000.0,2020,Charlotte
2020-10-10,North Texas,6864,home,W,49,21,03:34:00,12840.0,2020,Charlotte
2020-10-24,UTEP,1042,home,W,38,28,03:16:00,11760.0,2020,Charlotte
2020-10-31,Duke,0,home,L,19,53,03:23:00,12180.0,2020,Charlotte
2020-12-06,Western Ky.,714,home,L,19,37,03:13:00,11580.0,2020,Charlotte
2021-09-03,Duke,14125,home,W,31,28,04:05:00,14700.0,2021,Charlotte
2021-09-11,Gardner-Webb,12274,home,W,38,10,03:15:00,11700.0,2021,Charlotte
2021-09-18,Georgia St.,12978,home,L,9,20,03:12:00,11520.0,2021,Charlotte
2021-09-24,Middle Tenn. St.,11076,home,W,42,39,03:44:00,13440.0,2021,Charlotte
2021-10-02,Illinois,30559,home,L,14,24,03:02:00,10920.0,2021,Charlotte
2021-10-08,Florida Int'l,0,home,W,45,33,03:36:00,12960.0,2021,Charlotte
2021-10-21,Fla. Atlantic,13017,home,L,9,38,03:12:00,11520.0,2021,Charlotte
2021-10-30,Western Ky.,16763,home,L,13,45,03:11:00,11460.0,2021,Charlotte
2021-11-06,Rice,16050,home,W,31,24,03:30:00,12600.0,2021,Charlotte
2021-11-13,Louisiana Tech,14068,home,L,32,42,03:30:00,12600.0,2021,Charlotte
2021-11-20,Marshall,13211,home,L,28,49,03:14:00,11640.0,2021,Charlotte
2021-11-27,Old Dominion,15874,home,L,34,56,03:48:00,13680.0,2021,Charlotte
2022-08-27,Fla. Atlantic,19571,home,L,13,43,03:22:00,12120.0,2022,Charlotte
2022-09-02,William & Mary,13940,home,L,24,41,03:28:00,12480.0,2022,Charlotte
2022-09-10,Maryland,12614,home,L,21,56,03:15:00,11700.0,2022,Charlotte
2022-09-17,Georgia St.,16433,home,W,42,41,03:54:00,14040.0,2022,Charlotte
2022-09-24,23  South Carolina,77982,home,L,20,56,03:32:00,12720.0,2022,Charlotte
2022-10-01,UTEP,9547,home,L,35,41,03:25:00,12300.0,2022,Charlotte
2022-10-15,UAB,22101,home,L,20,34,03:19:00,11940.0,2022,Charlotte
2022-10-22,Florida Int'l,10576,home,L,15,34,03:18:00,11880.0,2022,Charlotte
2022-10-29,Rice,18187,home,W,56,23,03:32:00,12720.0,2022,Charlotte
2022-11-05,Western Ky.,10857,home,L,7,59,03:17:00,11820.0,2022,Charlotte
2022-11-12,Middle Tenn. St.,9806,home,L,14,24,03:17:00,11820.0,2022,Charlotte
2022-11-19,Louisiana Tech,7905,home,W,26,21,03:09:00,11340.0,2022,Charlotte
2009-09-07,Rutgers,53737,home,W,47,15,03:10:00,11400.0,2009,Cincinnati
2009-09-12,Southeast Mo. St.,30421,home,W,70,3,02:52:00,10320.0,2009,Cincinnati
2009-09-19,Oregon St.,41909,home,W,28,18,03:16:00,11760.0,2009,Cincinnati
2009-09-26,Fresno St.,32910,home,W,28,20,03:03:00,10980.0,2009,Cincinnati
2009-10-03,Miami (Ohio),23493,home,W,37,13,02:57:00,10620.0,2009,Cincinnati
2009-10-15,South Fla.,63976,home,W,34,17,03:55:00,14100.0,2009,Cincinnati
2009-10-24,Louisville,35099,home,W,41,10,02:55:00,10500.0,2009,Cincinnati
2009-10-31,Syracuse,33802,home,W,28,7,02:54:00,10440.0,2009,Cincinnati
2009-11-07,Connecticut,35100,home,W,47,45,03:25:00,12300.0,2009,Cincinnati
2009-11-13,25  West Virginia,35105,home,W,24,21,03:08:00,11280.0,2009,Cincinnati
2009-11-27,Illinois,35106,home,W,49,36,03:21:00,12060.0,2009,Cincinnati
2009-12-05,15  Pittsburgh,63387,home,W,45,44,03:34:00,12840.0,2009,Cincinnati
2010-01-01,+ 3  Florida,65207,home,L,24,51,03:34:00,12840.0,2009,Cincinnati
2010-09-04,Fresno St.,37238,home,L,14,28,03:20:00,12000.0,2010,Cincinnati
2010-09-11,Indiana St.,30807,home,W,40,7,02:56:00,10560.0,2010,Cincinnati
2010-09-16,25  North Carolina St.,55934,home,L,19,30,03:40:00,13200.0,2010,Cincinnati
2010-09-25,6  Oklahoma,58253,home,L,29,31,03:42:00,13320.0,2010,Cincinnati
2010-10-09,Miami (Ohio),33909,home,W,45,3,02:58:00,10680.0,2010,Cincinnati
2010-10-15,Louisville,55106,home,W,35,27,03:12:00,11520.0,2010,Cincinnati
2010-10-22,South Fla.,32670,home,L,30,38,03:28:00,12480.0,2010,Cincinnati
2010-10-30,Syracuse,32072,home,L,7,31,02:57:00,10620.0,2010,Cincinnati
2010-11-13,West Virginia,56593,home,L,10,37,03:10:00,11400.0,2010,Cincinnati
2010-11-20,Rutgers,30265,home,W,69,38,03:23:00,12180.0,2010,Cincinnati
2010-11-27,Connecticut,40000,home,L,17,38,03:25:00,12300.0,2010,Cincinnati
2010-12-04,Pittsburgh,27496,home,L,10,28,03:03:00,10980.0,2010,Cincinnati
2011-09-03,Austin Peay,23282,home,W,72,10,03:05:00,11100.0,2011,Cincinnati
2011-09-10,Tennessee,94207,home,L,23,45,03:22:00,12120.0,2011,Cincinnati
2011-09-17,Akron,24991,home,W,59,14,03:00:00,10800.0,2011,Cincinnati
2011-09-22,North Carolina St.,28431,home,W,44,14,03:12:00,11520.0,2011,Cincinnati
2011-10-01,Miami (Ohio),16408,home,W,27,0,02:56:00,10560.0,2011,Cincinnati
2011-10-15,Louisville,40971,home,W,25,16,03:12:00,11520.0,2011,Cincinnati
2011-10-22,South Fla.,44248,home,W,37,34,03:40:00,13200.0,2011,Cincinnati
2011-11-05,Pittsburgh,49362,home,W,26,23,03:22:00,12120.0,2011,Cincinnati
2011-11-12,17  West Virginia,48152,home,L,21,24,03:45:00,13500.0,2011,Cincinnati
2011-11-19,Rutgers,47447,home,L,3,20,03:18:00,11880.0,2011,Cincinnati
2011-11-26,Syracuse,38159,home,W,30,13,03:28:00,12480.0,2011,Cincinnati
2011-12-03,Connecticut,27930,home,W,35,27,03:30:00,12600.0,2011,Cincinnati
2011-12-31,+  Vanderbilt,57103,home,W,31,24,03:32:00,12720.0,2011,Cincinnati
2012-09-06,Pittsburgh,33562,home,W,34,10,03:17:00,11820.0,2012,Cincinnati
2012-09-15,Delaware St.,27112,home,W,23,7,02:53:00,10380.0,2012,Cincinnati
2012-09-29,+  Virginia Tech,46026,home,W,27,24,03:37:00,13020.0,2012,Cincinnati
2012-10-06,Miami (Ohio),35097,home,W,52,14,03:09:00,11340.0,2012,Cincinnati
2012-10-13,Fordham,26317,home,W,49,17,03:03:00,10980.0,2012,Cincinnati
2012-10-20,Toledo,24124,home,L,23,29,03:18:00,11880.0,2012,Cincinnati
2012-10-26,13  Louisville,53271,home,L,31,34,03:27:00,12420.0,2012,Cincinnati
2012-11-03,Syracuse,26180,home,W,35,24,03:52:00,13920.0,2012,Cincinnati
2012-11-10,Temple,20192,home,W,34,10,03:04:00,11040.0,2012,Cincinnati
2012-11-17,Rutgers,34526,home,L,3,10,03:09:00,11340.0,2012,Cincinnati
2012-11-23,South Fla.,21171,home,W,27,10,03:13:00,11580.0,2012,Cincinnati
2012-12-01,Connecticut,33112,home,W,34,17,03:24:00,12240.0,2012,Cincinnati
2012-12-27,+  Duke,48128,home,W,48,34,03:45:00,13500.0,2012,Cincinnati
2013-08-31,Purdue,36007,home,W,42,7,03:09:00,11340.0,2013,Cincinnati
2013-09-07,Illinois,43031,home,L,17,45,03:34:00,12840.0,2013,Cincinnati
2013-09-14,Northwestern St.,30384,home,W,66,9,02:59:00,10740.0,2013,Cincinnati
2013-09-21,Miami (Ohio),21269,home,W,14,0,02:54:00,10440.0,2013,Cincinnati
2013-10-05,South Fla.,31077,home,L,20,26,03:00:00,10800.0,2013,Cincinnati
2013-10-11,Temple,32220,home,W,38,20,03:19:00,11940.0,2013,Cincinnati
2013-10-19,Connecticut,28847,home,W,41,16,03:11:00,11460.0,2013,Cincinnati
2013-10-30,Memphis,22571,home,W,34,21,03:26:00,12360.0,2013,Cincinnati
2013-11-09,Southern Methodist,28069,home,W,28,25,03:26:00,12360.0,2013,Cincinnati
2013-11-16,Rutgers,40870,home,W,52,17,03:28:00,12480.0,2013,Cincinnati
2013-11-23,+  Houston,20197,home,W,24,17,03:33:00,12780.0,2013,Cincinnati
2013-12-05,15  Louisville,35097,home,L,24,31,03:33:00,12780.0,2013,Cincinnati
2013-12-28,+  North Carolina,45211,home,L,17,39,03:10:00,11400.0,2013,Cincinnati
2014-09-12,Toledo,31912,home,W,58,34,03:30:00,12600.0,2014,Cincinnati
2014-09-20,Miami (Ohio),41926,home,W,31,24,03:30:00,12600.0,2014,Cincinnati
2014-09-27,1  Ohio St.,108362,home,L,28,50,03:26:00,12360.0,2014,Cincinnati
2014-10-04,25  Memphis,25456,home,L,14,41,03:19:00,11940.0,2014,Cincinnati
2014-10-11,Miami (Fla.),43953,home,L,34,55,03:41:00,13260.0,2014,Cincinnati
2014-10-18,Southern Methodist,16849,home,W,41,3,03:31:00,12660.0,2014,Cincinnati
2014-10-24,South Fla.,30024,home,W,34,17,03:25:00,12300.0,2014,Cincinnati
2014-10-31,Tulane,21414,home,W,38,14,03:23:00,12180.0,2014,Cincinnati
2014-11-13,East Caro.,19113,home,W,54,46,03:58:00,14280.0,2014,Cincinnati
