year,team_name,scoring_points_per_game,first_downs_total,rushing_yardsperattempt,passing_rating,passing_yards,total_offense_yardsperplay,punt_returns_yardsperreturn,kickoff_returns_yardsperreturn,punting_yardsperpunt,time_of_possessionpergame,third_down_conversions_conversion_perc,fourth_down_conversions_conversion_perc,red_zone_success_perc,field_goals_success_perc,pat_kicking_success_perc,two_point_conversions_success_perc,scoring_games,scoring_points,first_downs_rushing,first_downs_passing,first_downs_by_penalty,rushing_attempts,rushing_yards,rushing_td,passing_attempts,passing_completions,passing_interceptions,passing_td,total_offense_plays,total_offense_yards,punt_returns_returns,punt_returns_yards,punt_returns_td,kickoff_returns_returns,kickoff_returns_yards,kickoff_returns_td,punting_punts,punting_yards,interceptions_returns,interceptions_yards,interceptions_td,fumbles_number,fumbles_lost,penalties_number,penalties_yards,third_down_conversions_attempts,third_down_conversions_conversions,fourth_down_conversions_attempts,fourth_down_conversions_conversions,red_zone_attempts,red_zone_scores,field_goals_attempts,field_goals_made,pat_kicking_attempts,pat_kicking_made,two_point_conversions_attempts,two_point_conversions_made,opponent_scoring_points_per_game,opponent_first_downs_total,opponent_rushing_yardsperattempt,opponent_passing_rating,opponent_passing_yards,opponent_total_offense_yardsperplay,opponent_punt_returns_yardsperreturn,opponent_kickoff_returns_yardsperreturn,opponent_punting_yardsperpunt,opponent_time_of_possessionpergame,opponent_third_down_conversions_conversion_perc,opponent_fourth_down_conversions_conversion_perc,opponent_red_zone_success_perc,opponent_field_goals_success_perc,opponent_pat_kicking_success_perc,opponent_two_point_conversions_success_perc,opponent_scoring_games,opponent_scoring_points,opponent_first_downs_rushing,opponent_first_downs_passing,opponent_first_downs_by_penalty,opponent_rushing_attempts,opponent_rushing_yards,opponent_rushing_td,opponent_passing_attempts,opponent_passing_completions,opponent_passing_interceptions,opponent_passing_td,opponent_total_offense_plays,opponent_total_offense_yards,opponent_punt_returns_returns,opponent_punt_returns_yards,opponent_punt_returns_td,opponent_kickoff_returns_returns,opponent_kickoff_returns_yards,opponent_kickoff_returns_td,opponent_punting_punts,opponent_punting_yards,opponent_interceptions_returns,opponent_interceptions_yards,opponent_interceptions_td,opponent_fumbles_number,opponent_fumbles_lost,opponent_penalties_number,opponent_penalties_yards,opponent_third_down_conversions_attempts,opponent_third_down_conversions_conversions,opponent_fourth_down_conversions_attempts,opponent_fourth_down_conversions_conversions,opponent_red_zone_attempts,opponent_red_zone_scores,opponent_field_goals_attempts,opponent_field_goals_made,opponent_pat_kicking_attempts,opponent_pat_kicking_made,opponent_two_point_conversions_attempts,opponent_two_point_conversions_made
2013,Navy,33.5,309.0,5.46,127.56,1117.0,5.81,7.4,21.88,41.43,31:36.38,0.5115,0.6786,0.8689,0.7859999999999999,0.927,1.0,13.0,436.0,241.0,50.0,18.0,775.0,4230.0,50.0,146.0,74.0,4.0,8.0,921.0,5347.0,10.0,74.0,0.0,32.0,700.0,0.0,40.0,1657.0,13.0,120.0,0.0,16.0,6.0,34.0,282.0,174.0,89.0,28.0,19.0,61.0,53.0,14.0,11.0,55.0,51.0,2.0,2.0,24.4,283.0,4.55,140.74,2807.0,5.65,4.73,19.84,36.77,28:23.62,0.4593,0.5517,0.7778,0.643,0.973,0.75,13.0,317.0,142.0,133.0,8.0,511.0,2325.0,17.0,397.0,273.0,13.0,23.0,908.0,5132.0,11.0,52.0,0.0,58.0,1151.0,0.0,39.0,1434.0,4.0,21.0,0.0,18.0,9.0,71.0,667.0,172.0,79.0,29.0,16.0,45.0,35.0,14.0,9.0,37.0,36.0,4.0,3.0
2014,Navy,31.8,269.0,6.05,131.21,1058.0,6.36,3.4,20.37,43.03,30:13.69,0.478,0.5832999999999999,0.8726999999999999,0.643,1.0,0.5,13.0,414.0,222.0,37.0,10.0,727.0,4395.0,45.0,130.0,62.0,5.0,9.0,857.0,5453.0,10.0,34.0,0.0,41.0,835.0,0.0,39.0,1678.0,13.0,279.0,1.0,24.0,17.0,33.0,324.0,159.0,76.0,24.0,14.0,55.0,48.0,14.0,9.0,53.0,53.0,2.0,1.0,27.3,278.0,4.95,136.61,2668.0,5.83,6.06,22.25,42.63,29:46.31,0.4294,0.5455,0.7885,0.652,0.976,0.0,13.0,355.0,151.0,120.0,7.0,522.0,2582.0,18.0,379.0,247.0,13.0,22.0,901.0,5250.0,16.0,97.0,1.0,52.0,1157.0,0.0,48.0,2046.0,5.0,59.0,1.0,12.0,5.0,57.0,540.0,177.0,76.0,22.0,12.0,52.0,41.0,23.0,15.0,41.0,40.0,4.0,0.0
2015,Navy,36.8,272.0,5.68,161.65,1280.0,6.35,6.09,24.22,41.36,32:57.08,0.5028,0.9231,0.9483,0.867,0.9520000000000001,0.0,13.0,478.0,217.0,40.0,15.0,748.0,4247.0,53.0,122.0,64.0,2.0,9.0,870.0,5527.0,11.0,67.0,0.0,32.0,775.0,0.0,42.0,1737.0,12.0,93.0,0.0,15.0,6.0,40.0,339.0,177.0,89.0,26.0,24.0,58.0,55.0,15.0,13.0,62.0,59.0,1.0,0.0,21.8,253.0,4.11,134.92,2885.0,5.65,15.82,23.11,39.41,27:02.92,0.4678,0.4828,0.7368000000000001,0.588,1.0,1.0,13.0,284.0,107.0,135.0,11.0,452.0,1859.0,17.0,387.0,251.0,12.0,16.0,839.0,4744.0,11.0,174.0,0.0,65.0,1502.0,2.0,39.0,1537.0,2.0,0.0,0.0,25.0,15.0,57.0,521.0,171.0,80.0,29.0,14.0,38.0,28.0,17.0,10.0,34.0,34.0,2.0,2.0
2016,Navy,37.9,293.0,5.85,164.17,1794.0,6.82,9.73,23.15,42.24,31:11.36,0.5449,0.6071,0.8986,0.8,0.956,0.25,14.0,531.0,212.0,65.0,16.0,742.0,4342.0,61.0,158.0,93.0,7.0,9.0,900.0,6136.0,15.0,146.0,0.0,48.0,1111.0,0.0,34.0,1436.0,7.0,60.0,2.0,19.0,9.0,39.0,341.0,167.0,91.0,28.0,17.0,69.0,62.0,10.0,8.0,68.0,65.0,4.0,1.0,31.0,307.0,4.61,156.78,3557.0,6.34,12.6,17.08,41.19,28:48.64,0.535,0.6667000000000001,0.9129999999999999,0.792,0.981,0.5,14.0,434.0,136.0,161.0,10.0,546.0,2519.0,23.0,413.0,267.0,7.0,29.0,959.0,6076.0,5.0,63.0,0.0,59.0,1008.0,1.0,37.0,1524.0,7.0,11.0,0.0,21.0,11.0,60.0,494.0,200.0,107.0,27.0,18.0,46.0,42.0,24.0,19.0,52.0,51.0,2.0,1.0
2017,Navy,30.5,275.0,5.56,136.69,1005.0,6.03,7.25,19.73,40.55,36:18.15,0.4545,0.6570999999999999,0.8431000000000001,0.556,0.96,0.5,13.0,396.0,232.0,29.0,14.0,822.0,4568.0,42.0,102.0,42.0,10.0,10.0,924.0,5573.0,8.0,58.0,0.0,37.0,730.0,0.0,42.0,1703.0,7.0,52.0,0.0,15.0,9.0,53.0,528.0,187.0,85.0,35.0,23.0,51.0,43.0,18.0,10.0,50.0,48.0,2.0,1.0,26.3,233.0,4.49,150.6,2805.0,6.17,4.93,18.58,37.17,23:41.85,0.425,0.5,0.8889,0.722,0.9490000000000001,0.75,13.0,342.0,101.0,115.0,17.0,447.0,2009.0,18.0,333.0,204.0,7.0,23.0,780.0,4814.0,14.0,69.0,0.0,50.0,929.0,1.0,46.0,1710.0,10.0,56.0,0.0,13.0,9.0,67.0,523.0,160.0,68.0,18.0,9.0,45.0,40.0,18.0,13.0,39.0,37.0,4.0,3.0
2018,Navy,25.0,233.0,4.92,109.41,947.0,5.29,7.57,16.14,40.87,33:22.15,0.3804,0.6111,0.9473999999999999,0.846,0.971,0.2857,13.0,325.0,181.0,38.0,14.0,731.0,3594.0,37.0,128.0,54.0,5.0,5.0,859.0,4541.0,14.0,106.0,0.0,21.0,339.0,0.0,54.0,2207.0,9.0,139.0,0.0,24.0,12.0,48.0,390.0,184.0,70.0,36.0,22.0,38.0,36.0,13.0,11.0,35.0,34.0,7.0,2.0,33.5,270.0,5.08,156.3,3053.0,6.52,9.4,21.41,40.49,26:37.85,0.4654,0.7241,0.8077,0.5,0.948,1.0,13.0,436.0,123.0,138.0,9.0,490.0,2490.0,33.0,360.0,245.0,9.0,24.0,850.0,5543.0,25.0,235.0,1.0,34.0,728.0,1.0,41.0,1660.0,5.0,95.0,1.0,20.0,12.0,46.0,396.0,159.0,74.0,29.0,21.0,52.0,42.0,10.0,5.0,58.0,55.0,2.0,2.0
2019,Navy,37.2,282.0,6.06,176.92,1238.0,6.76,6.22,16.92,42.77,33:29.69,0.462,0.7646999999999999,0.9592,0.706,0.9840000000000001,1.0,13.0,483.0,228.0,42.0,12.0,773.0,4687.0,52.0,104.0,55.0,4.0,10.0,877.0,5925.0,18.0,112.0,0.0,13.0,220.0,0.0,39.0,1668.0,12.0,57.0,1.0,20.0,12.0,54.0,459.0,171.0,79.0,34.0,26.0,49.0,47.0,17.0,12.0,62.0,61.0,1.0,1.0,22.3,198.0,3.17,134.16,2708.0,5.26,8.67,22.05,41.61,26:30.31,0.3275,0.5385,0.7895,0.684,1.0,0.0,13.0,290.0,84.0,102.0,12.0,434.0,1376.0,13.0,343.0,194.0,12.0,19.0,777.0,4084.0,12.0,104.0,1.0,43.0,948.0,2.0,57.0,2372.0,4.0,37.0,0.0,21.0,10.0,57.0,438.0,171.0,56.0,26.0,14.0,38.0,30.0,19.0,13.0,35.0,35.0,1.0,0.0
2020,Navy,16.6,143.0,3.68,121.47,974.0,4.53,2.6,21.85,36.45,30:25.50,0.3381,0.6667000000000001,0.8095,0.6,0.889,0.6667000000000001,10.0,166.0,100.0,36.0,7.0,483.0,1776.0,15.0,124.0,57.0,4.0,6.0,607.0,2750.0,10.0,26.0,0.0,13.0,284.0,0.0,53.0,1932.0,3.0,25.0,0.0,11.0,7.0,44.0,402.0,139.0,47.0,30.0,20.0,21.0,17.0,10.0,6.0,18.0,16.0,3.0,2.0,30.3,198.0,4.94,140.07,1808.0,5.99,7.78,16.71,40.21,29:34.50,0.381,0.6667000000000001,0.9091,0.88,0.9690000000000001,0.0,10.0,303.0,105.0,80.0,13.0,414.0,2047.0,23.0,230.0,140.0,3.0,11.0,644.0,3855.0,9.0,70.0,0.0,14.0,234.0,0.0,34.0,1367.0,4.0,61.0,0.0,13.0,6.0,46.0,366.0,126.0,48.0,18.0,12.0,44.0,40.0,25.0,22.0,32.0,31.0,2.0,0.0
2021,Navy,20.1,202.0,3.9,122.69,681.0,4.28,10.06,22.29,40.65,34:55.17,0.37229999999999996,0.7222,0.8649,0.789,1.0,,12.0,241.0,160.0,27.0,15.0,697.0,2717.0,19.0,97.0,48.0,3.0,6.0,794.0,3398.0,16.0,161.0,1.0,31.0,691.0,1.0,54.0,2195.0,7.0,23.0,0.0,20.0,5.0,53.0,422.0,188.0,70.0,36.0,26.0,37.0,32.0,19.0,15.0,28.0,28.0,0.0,0.0,28.3,205.0,4.03,150.14,2618.0,6.02,8.95,18.73,40.62,25:01.00,0.3971,0.6111,0.7778,0.7859999999999999,0.976,1.0,12.0,339.0,86.0,105.0,14.0,390.0,1572.0,25.0,306.0,204.0,7.0,15.0,696.0,4190.0,22.0,197.0,1.0,37.0,693.0,2.0,47.0,1909.0,3.0,36.0,0.0,16.0,7.0,66.0,537.0,136.0,54.0,18.0,11.0,45.0,35.0,14.0,11.0,41.0,40.0,2.0,2.0
2022,Navy,21.9,211.0,4.09,125.58,1030.0,4.71,9.19,19.59,42.26,34:37.42,0.3776,0.6215999999999999,0.7879,0.65,0.963,0.4,12.0,263.0,159.0,35.0,17.0,708.0,2894.0,22.0,126.0,54.0,6.0,9.0,834.0,3924.0,16.0,147.0,0.0,22.0,431.0,0.0,54.0,2282.0,8.0,57.0,0.0,15.0,9.0,46.0,376.0,196.0,74.0,37.0,23.0,33.0,26.0,20.0,13.0,27.0,26.0,5.0,2.0,24.3,187.0,3.01,154.79,3002.0,5.79,6.33,14.25,42.61,25:21.50,0.35710000000000003,0.6111,0.8856999999999999,0.857,1.0,0.5,12.0,292.0,64.0,110.0,13.0,355.0,1067.0,7.0,348.0,220.0,8.0,25.0,703.0,4069.0,18.0,114.0,1.0,24.0,342.0,0.0,54.0,2301.0,6.0,124.0,0.0,20.0,10.0,68.0,546.0,154.0,55.0,18.0,11.0,35.0,31.0,21.0,18.0,32.0,32.0,2.0,1.0
2009,Nebraska,25.1,226.0,4.02,122.38,2460.0,5.16,11.59,24.09,41.15,30:29.57,0.3831,0.625,0.8162999999999999,0.857,1.0,0.5,14.0,352.0,98.0,111.0,17.0,512.0,2059.0,20.0,364.0,210.0,12.0,16.0,876.0,4519.0,44.0,510.0,2.0,33.0,795.0,0.0,78.0,3210.0,20.0,296.0,2.0,21.0,11.0,100.0,894.0,201.0,77.0,8.0,5.0,49.0,40.0,28.0,24.0,38.0,38.0,2.0,1.0,10.4,227.0,2.78,87.24,2504.0,3.98,11.81,19.61,41.39,29:30.43,0.32289999999999996,0.4545,0.5714,0.5,0.857,0.0,14.0,146.0,83.0,112.0,32.0,465.0,1294.0,7.0,490.0,234.0,20.0,7.0,955.0,3798.0,31.0,366.0,0.0,49.0,961.0,0.0,93.0,3849.0,12.0,128.0,1.0,26.0,8.0,84.0,678.0,223.0,72.0,22.0,10.0,28.0,16.0,24.0,12.0,14.0,12.0,1.0,0.0
2010,Nebraska,30.9,254.0,5.47,133.64,2108.0,6.09,12.91,22.95,43.22,31:16.43,0.4115,0.6429,0.8537,0.9470000000000001,1.0,,14.0,432.0,149.0,95.0,10.0,634.0,3466.0,32.0,282.0,163.0,8.0,16.0,916.0,5574.0,23.0,297.0,1.0,39.0,895.0,1.0,69.0,2982.0,19.0,313.0,4.0,45.0,16.0,109.0,993.0,192.0,79.0,14.0,9.0,41.0,35.0,19.0,18.0,54.0,54.0,0.0,0.0,17.4,238.0,3.9,96.31,2151.0,4.57,9.62,23.59,42.56,28:43.57,0.2995,0.3529,0.8421,0.741,1.0,0.0,14.0,243.0,106.0,102.0,30.0,550.0,2144.0,13.0,390.0,190.0,19.0,13.0,940.0,4295.0,29.0,279.0,0.0,46.0,1085.0,0.0,89.0,3788.0,8.0,37.0,0.0,16.0,4.0,63.0,552.0,207.0,62.0,17.0,6.0,38.0,32.0,27.0,20.0,25.0,25.0,1.0,0.0
2011,Nebraska,29.2,265.0,4.62,125.78,2115.0,5.46,7.42,25.47,43.77,28:29.62,0.4227,0.5625,0.8654000000000001,0.826,0.978,1.0,13.0,379.0,143.0,100.0,22.0,611.0,2824.0,31.0,293.0,164.0,8.0,13.0,904.0,4939.0,19.0,141.0,0.0,45.0,1146.0,1.0,60.0,2626.0,10.0,85.0,0.0,32.0,11.0,86.0,688.0,194.0,82.0,16.0,9.0,52.0,45.0,23.0,19.0,45.0,44.0,1.0,1.0,23.4,245.0,4.0,120.42,2499.0,5.2,11.78,24.04,39.9,31:29.77,0.4021,0.5909,0.8205,0.5329999999999999,0.9740000000000001,0.0,13.0,304.0,120.0,101.0,24.0,515.0,2060.0,23.0,361.0,192.0,10.0,16.0,876.0,4559.0,27.0,318.0,1.0,56.0,1346.0,0.0,71.0,2833.0,8.0,68.0,0.0,16.0,8.0,77.0,756.0,194.0,78.0,22.0,13.0,39.0,32.0,15.0,8.0,39.0,38.0,1.0,0.0
2012,Nebraska,34.8,330.0,5.36,140.25,2904.0,6.2,9.31,21.62,41.16,30:57.57,0.4315,0.6364,0.8548,0.741,1.0,0.0,14.0,487.0,180.0,121.0,29.0,662.0,3547.0,33.0,378.0,233.0,13.0,24.0,1040.0,6451.0,29.0,270.0,1.0,42.0,908.0,0.0,62.0,2552.0,13.0,205.0,3.0,35.0,22.0,88.0,847.0,197.0,85.0,11.0,7.0,62.0,53.0,27.0,20.0,59.0,59.0,2.0,0.0,27.6,253.0,4.76,105.31,2354.0,5.24,11.83,20.61,40.07,29:02.43,0.3714,0.2857,0.7955,0.565,0.9790000000000001,1.0,14.0,386.0,116.0,107.0,30.0,566.0,2695.0,26.0,397.0,187.0,13.0,18.0,963.0,5049.0,24.0,284.0,1.0,33.0,680.0,1.0,87.0,3486.0,13.0,227.0,2.0,21.0,10.0,78.0,769.0,210.0,78.0,14.0,4.0,44.0,35.0,23.0,13.0,48.0,47.0,1.0,1.0
2013,Nebraska,31.9,289.0,4.8,129.45,2557.0,5.57,3.04,22.78,41.61,29:20.00,0.3925,0.6667000000000001,0.88,0.929,0.943,,13.0,415.0,144.0,128.0,17.0,584.0,2804.0,24.0,378.0,218.0,13.0,25.0,962.0,5361.0,23.0,70.0,0.0,41.0,934.0,1.0,71.0,2954.0,14.0,257.0,4.0,32.0,16.0,77.0,676.0,186.0,73.0,15.0,10.0,50.0,44.0,14.0,13.0,53.0,50.0,0.0,0.0,24.8,262.0,3.78,121.76,2790.0,5.21,8.07,20.21,40.08,30:40.00,0.3102,0.381,0.8864,0.76,0.973,0.0,13.0,323.0,108.0,130.0,24.0,537.0,2029.0,21.0,388.0,210.0,14.0,17.0,925.0,4819.0,15.0,121.0,0.0,28.0,566.0,0.0,79.0,3166.0,13.0,102.0,0.0,18.0,4.0,58.0,501.0,187.0,58.0,21.0,8.0,44.0,39.0,25.0,19.0,37.0,36.0,1.0,0.0
2014,Nebraska,37.8,289.0,5.32,132.81,2757.0,6.22,15.9,20.79,41.06,30:16.46,0.413,0.46149999999999997,0.8833,0.682,1.0,0.3333,13.0,491.0,149.0,115.0,25.0,587.0,3123.0,35.0,359.0,190.0,12.0,24.0,946.0,5880.0,39.0,620.0,3.0,43.0,894.0,0.0,64.0,2628.0,13.0,124.0,0.0,27.0,13.0,75.0,655.0,184.0,76.0,13.0,6.0,60.0,53.0,22.0,15.0,60.0,60.0,3.0,1.0,26.4,246.0,4.74,104.82,2676.0,5.37,8.94,21.15,38.76,29:43.54,0.299,0.5,0.8181999999999999,0.688,1.0,,13.0,343.0,113.0,118.0,15.0,488.0,2312.0,25.0,441.0,214.0,13.0,15.0,929.0,4988.0,16.0,143.0,1.0,59.0,1248.0,1.0,90.0,3488.0,12.0,181.0,2.0,20.0,10.0,78.0,680.0,194.0,58.0,20.0,10.0,44.0,36.0,16.0,11.0,44.0,44.0,0.0,0.0
2015,Nebraska,32.8,296.0,4.72,129.82,3470.0,6.09,10.36,17.6,43.64,32:23.54,0.45,0.625,0.8889,0.778,0.9570000000000001,0.5,13.0,427.0,114.0,160.0,22.0,496.0,2340.0,24.0,458.0,256.0,21.0,27.0,954.0,5810.0,11.0,114.0,0.0,35.0,616.0,0.0,61.0,2662.0,10.0,143.0,1.0,11.0,6.0,94.0,829.0,180.0,81.0,8.0,5.0,54.0,48.0,27.0,21.0,46.0,44.0,6.0,3.0,27.8,246.0,3.77,132.97,3777.0,5.88,11.5,18.89,40.17,27:36.46,0.3404,0.36,0.8162999999999999,0.667,0.976,0.6667000000000001,13.0,362.0,57.0,163.0,26.0,379.0,1428.0,18.0,506.0,293.0,10.0,25.0,885.0,5205.0,18.0,207.0,0.0,47.0,888.0,0.0,71.0,2852.0,21.0,370.0,2.0,15.0,5.0,84.0,751.0,188.0,64.0,25.0,9.0,49.0,40.0,24.0,16.0,41.0,40.0,3.0,2.0
2016,Nebraska,26.5,266.0,4.2,118.39,2752.0,5.36,7.3,21.47,38.32,32:09.77,0.4388,0.5714,0.8222,0.8,1.0,1.0,13.0,345.0,112.0,132.0,22.0,523.0,2199.0,24.0,400.0,201.0,9.0,18.0,923.0,4951.0,23.0,168.0,0.0,32.0,687.0,0.0,68.0,2606.0,16.0,122.0,2.0,16.0,5.0,75.0,695.0,196.0,86.0,21.0,12.0,45.0,37.0,15.0,12.0,43.0,43.0,1.0,1.0,23.9,231.0,4.44,120.97,2806.0,5.53,10.67,22.11,40.53,27:50.23,0.3743,0.46149999999999997,0.8529000000000001,0.706,0.912,0.16670000000000001,13.0,311.0,91.0,121.0,19.0,433.0,1922.0,22.0,422.0,254.0,16.0,16.0,855.0,4728.0,21.0,224.0,0.0,38.0,840.0,0.0,66.0,2675.0,9.0,153.0,2.0,10.0,3.0,65.0,578.0,179.0,67.0,26.0,12.0,34.0,29.0,17.0,12.0,34.0,31.0,6.0,1.0
2017,Nebraska,25.8,236.0,3.51,127.8,3330.0,5.59,6.2,22.61,42.14,30:36.00,0.3757,0.4815,0.7556,0.857,1.0,0.0,12.0,309.0,73.0,145.0,18.0,368.0,1290.0,13.0,459.0,265.0,17.0,23.0,827.0,4620.0,15.0,93.0,0.0,38.0,859.0,1.0,59.0,2486.0,9.0,138.0,2.0,12.0,2.0,75.0,728.0,181.0,68.0,27.0,13.0,45.0,34.0,14.0,12.0,37.0,37.0,1.0,0.0,36.4,279.0,5.57,138.26,2657.0,6.34,10.09,23.42,39.65,29:24.00,0.43060000000000004,0.5,0.8772,0.769,1.0,0.0,12.0,437.0,131.0,122.0,26.0,463.0,2577.0,33.0,363.0,234.0,9.0,19.0,826.0,5234.0,11.0,111.0,1.0,31.0,726.0,1.0,52.0,2062.0,17.0,376.0,4.0,17.0,3.0,72.0,638.0,144.0,62.0,14.0,7.0,57.0,50.0,13.0,10.0,57.0,57.0,1.0,0.0
2018,Nebraska,30.0,278.0,5.41,135.35,2966.0,6.31,9.38,15.81,42.0,27:43.75,0.3718,0.45,0.8864,0.778,0.976,0.75,12.0,360.0,130.0,130.0,18.0,464.0,2508.0,25.0,404.0,257.0,11.0,19.0,868.0,5474.0,16.0,150.0,1.0,31.0,490.0,0.0,57.0,2394.0,11.0,16.0,0.0,28.0,11.0,92.0,850.0,156.0,58.0,20.0,9.0,44.0,39.0,18.0,14.0,41.0,40.0,4.0,3.0,31.3,272.0,5.0,118.86,2853.0,5.81,11.28,20.44,42.53,32:16.25,0.4318,0.5789,0.8181999999999999,0.75,0.976,0.4,12.0,375.0,114.0,129.0,29.0,470.0,2349.0,29.0,425.0,238.0,11.0,15.0,895.0,5202.0,18.0,203.0,2.0,34.0,695.0,0.0,58.0,2467.0,11.0,71.0,0.0,22.0,9.0,78.0,681.0,176.0,76.0,19.0,11.0,55.0,45.0,20.0,15.0,41.0,40.0,5.0,2.0
2019,Nebraska,28.0,250.0,4.48,133.09,2551.0,5.76,8.0,18.13,40.86,28:54.42,0.4118,0.43479999999999996,0.7451000000000001,0.6,0.9520000000000001,1.0,12.0,336.0,128.0,102.0,20.0,544.0,2439.0,27.0,323.0,194.0,9.0,12.0,867.0,4990.0,16.0,128.0,1.0,23.0,417.0,0.0,59.0,2411.0,11.0,177.0,2.0,27.0,12.0,61.0,518.0,187.0,77.0,23.0,10.0,51.0,38.0,20.0,12.0,42.0,40.0,1.0,1.0,27.8,239.0,4.82,121.31,2409.0,5.61,2.27,20.71,39.79,31:05.58,0.4012,0.4375,0.9091,0.938,0.95,1.0,12.0,333.0,116.0,109.0,14.0,468.0,2257.0,25.0,364.0,215.0,11.0,14.0,832.0,4666.0,11.0,25.0,0.0,45.0,932.0,2.0,66.0,2626.0,9.0,58.0,0.0,17.0,10.0,66.0,594.0,172.0,69.0,16.0,7.0,44.0,40.0,16.0,15.0,40.0,38.0,1.0,1.0
2020,Nebraska,23.1,171.0,4.82,123.25,1521.0,5.56,13.33,18.27,39.7,28:42.00,0.3654,0.6154,0.8571,0.867,1.0,0.0,8.0,185.0,91.0,68.0,12.0,334.0,1611.0,15.0,229.0,156.0,9.0,5.0,563.0,3132.0,9.0,120.0,0.0,15.0,274.0,0.0,33.0,1310.0,5.0,102.0,0.0,22.0,9.0,54.0,485.0,104.0,38.0,13.0,8.0,35.0,30.0,15.0,13.0,20.0,20.0,1.0,0.0,29.4,166.0,4.17,133.12,1736.0,5.46,12.17,22.64,39.59,31:18.00,0.4052,0.65,0.8571,0.833,1.0,1.0,8.0,235.0,69.0,83.0,14.0,325.0,1356.0,15.0,241.0,152.0,5.0,10.0,566.0,3092.0,12.0,146.0,0.0,22.0,498.0,1.0,29.0,1148.0,9.0,45.0,0.0,13.0,2.0,39.0,357.0,116.0,47.0,20.0,13.0,35.0,30.0,18.0,15.0,26.0,26.0,1.0,1.0
2021,Nebraska,27.9,259.0,4.41,148.47,3197.0,6.44,2.7,15.58,40.31,28:53.17,0.4125,0.5832999999999999,0.7736,0.5,0.907,0.5,12.0,335.0,109.0,134.0,16.0,490.0,2162.0,31.0,342.0,215.0,11.0,14.0,832.0,5359.0,10.0,27.0,0.0,12.0,187.0,0.0,48.0,1935.0,10.0,67.0,0.0,17.0,7.0,63.0,540.0,160.0,66.0,24.0,14.0,53.0,41.0,16.0,8.0,43.0,39.0,2.0,1.0,22.7,231.0,4.16,125.74,2629.0,5.3,9.36,24.0,44.18,31:06.83,0.39159999999999995,0.31579999999999997,0.8234999999999999,0.593,1.0,0.0,12.0,272.0,91.0,123.0,17.0,424.0,1763.0,12.0,404.0,261.0,10.0,14.0,828.0,4392.0,14.0,131.0,2.0,19.0,456.0,1.0,55.0,2430.0,11.0,172.0,1.0,9.0,3.0,61.0,552.0,166.0,65.0,19.0,6.0,34.0,28.0,27.0,16.0,30.0,30.0,1.0,0.0
2022,Nebraska,22.6,216.0,3.52,134.23,2650.0,5.43,15.4,17.08,43.51,26:43.75,0.4,0.4286,0.8787999999999999,0.6920000000000001,0.971,,12.0,271.0,84.0,111.0,21.0,420.0,1480.0,17.0,341.0,205.0,13.0,17.0,761.0,4130.0,5.0,77.0,1.0,26.0,444.0,0.0,70.0,3046.0,9.0,40.0,0.0,13.0,6.0,65.0,525.0,165.0,66.0,7.0,3.0,33.0,29.0,13.0,9.0,35.0,34.0,0.0,0.0,27.6,277.0,4.55,125.38,2704.0,5.48,9.43,18.0,39.95,33:05.75,0.42369999999999997,0.6667000000000001,0.9024,0.762,0.9490000000000001,0.0,12.0,331.0,133.0,129.0,15.0,499.0,2269.0,22.0,408.0,243.0,9.0,18.0,907.0,4973.0,21.0,198.0,0.0,15.0,270.0,0.0,60.0,2397.0,13.0,120.0,0.0,13.0,7.0,68.0,623.0,177.0,75.0,15.0,10.0,41.0,37.0,21.0,16.0,39.0,37.0,2.0,0.0
2009,Nevada,38.2,310.0,7.39,137.46,2089.0,7.3,0.17,23.66,41.13,30:56.15,0.49689999999999995,0.6875,0.8301999999999999,0.667,0.938,0.6667000000000001,13.0,497.0,195.0,104.0,11.0,607.0,4484.0,48.0,293.0,170.0,6.0,21.0,900.0,6573.0,18.0,3.0,0.0,47.0,1112.0,0.0,45.0,1851.0,8.0,22.0,0.0,22.0,15.0,87.0,793.0,159.0,79.0,16.0,11.0,53.0,44.0,9.0,6.0,65.0,61.0,3.0,2.0,28.5,257.0,3.63,158.49,3871.0,6.4,5.5,20.97,39.51,28:44.00,0.3951,0.4706,0.8809999999999999,0.769,1.0,0.25,13.0,371.0,71.0,158.0,28.0,400.0,1450.0,15.0,431.0,265.0,8.0,33.0,831.0,5321.0,12.0,66.0,0.0,63.0,1321.0,1.0,61.0,2410.0,6.0,44.0,0.0,16.0,10.0,66.0,543.0,162.0,64.0,17.0,8.0,42.0,37.0,13.0,10.0,45.0,45.0,4.0,1.0
